claim_id,hypothesis_revision,statement,assumptions,derivation,prediction,run_id,data_id,uncertainty,evidence_level,status,reviewer
S14-C0012,tuft-20260915,静态真空挠率剖面 T(r)≠0 与其自身作用量矛盾：统一作用量不含挠率动能项 T² 且无挠率势 ⇒ 挠率场方程为代数约束（Einstein-Cartan 型 挠率∝自旋密度）；真空中自旋密度为零 ⇒ T=0 ⇒ 视界外非零挠率剖面不可能（跨分册一致性缺陷）,S14-A3;S14-A4,07_计算复现/源码/tuft_黑洞热力学_全维求导精算.py#§1;09_验证结果/原始运行记录/tuft_黑洞热力学_report.txt#B1.9,07_计算复现/运行记录/run_template.json,,代数约束为精确结论,mathematical_result,falsified,
S14-C0022,tuft-20260915,公理3 耦合项 (α/2κ)∫Ω R T √-g d⁴x 量纲非法：ħ=c=1 下 1/(2κ)=2、R=2、T=1、Ω=0、√-g d⁴x=-4 ⇒ 合计 1≠0；α 无量纲无法补偿；原文称该项量纲 [L⁻³] 并称匹配作用量密度（4 维作用量密度实为 [L⁻⁴]）——属「αKTΩ/c²」量纲缺陷族第 4 次重现（续篇§5.1→SU3§5.1→黑洞§3→本册）,S14-A8(本册新增公理3),07_计算复现/源码/tuft_公理化_全维精算.py#§1;09_验证结果/原始运行记录/tuft_公理化_report.txt#S1.2,07_计算复现/运行记录/run_template.json,,有理指数精确无误差,mathematical_result,falsified,
S14-C0023,tuft-20260915,L_SM 与 R 同处于 1/(2κ) 前因子方括号内导致量纲残留：2+4-4=2≠0 残留 [M²]；同一前因子不能同时配平 [M²] 的 R 与本身已为 [M⁴] 的 L_SM ⇒ 正确写法须令 1/(2κ) 只作用于曲率项,S14-A8(本册新增公理3),07_计算复现/源码/tuft_公理化_全维精算.py#§1;09_验证结果/原始运行记录/tuft_公理化_report.txt#S1.6,07_计算复现/运行记录/run_template.json,,有理指数精确无误差,mathematical_result,falsified,
S14-C0024,tuft-20260915,Ω_DE=0.6875=11/16 与 V(Ω)=V₀Ω(1-Ω) 互不相容：V′(11/16)/V₀=-3/8≠0、V(11/16)/V₀=55/256；唯一驻点 Ω=1/2 且 V″=-2V₀<0 为极大值 ⇒ 场不会停在 0.6875 而奔向 Ω=1；另同一符号 Ω 兼作「全局归一化比 ⟨Ω⟩=Ω_DE」与「有 ∂_μΩ 的局域场」属范畴混淆,S14-A7;S14-A8(本册新增公理2公理3),07_计算复现/源码/tuft_公理化_全维精算.py#§2;09_验证结果/原始运行记录/tuft_公理化_report.txt#S2.2,07_计算复现/运行记录/run_template.json,,有理数精确（与暴胀册 P1.3 同结论）,mathematical_result,falsified,
S14-C0025,tuft-20260915,Ω 场方程符号与动能号非法：由公理3 字面拉氏量做真实 Euler-Lagrange 得 □Ω=αRT-V′(Ω)（V′ 与耦合项异号）而原文公理5 写 □Ω=V′+αRT（两项符号全反）；且 L_Ω=+½g^{μν}∂_μΩ∂_νΩ-V 在签名 (-，+，+，+) 下 Hamilton 密度 H=-½Ω̇²-½|∇Ω|²+V 无下界（鬼场）色散 ω²=k²-V″ 有虚频 ⇒ 正则形式应为 -½(∂Ω)²-V,S14-A8;S14-A10(本册新增公理3公理5),07_计算复现/源码/tuft_公理化_全维精算.py#§3;09_验证结果/原始运行记录/tuft_公理化_report.txt#S3.2,07_计算复现/运行记录/run_template.json,,符号判定只用两项相对符号故与 □ 约定无关,mathematical_result,falsified,
S14-C0026,tuft-20260915,拓扑荷 W=(1/8π²)∫_Σ T∧T 既量纲非法又非拓扑不变量：T 为 [M¹] 的 2-形式 ⇒ T∧T 为 [M²] 的 4-形式 ⇒ ∫ 得 [M⁻²] 不是数（Σ 维数原文未指明）；T^a 为张量型 2-形式带自由洛伦兹指标 ⇒ 不闭合非示性类；正确对象是 Nieh-Yan 4-形式 N=T^a∧T_a-R_{ab}∧e^a∧e^b=d(e^a∧T_a) 须带 l_P² 归一化方得无量纲整数值,S14-A10(本册新增公理5§3.2),07_计算复现/源码/tuft_公理化_全维精算.py#§3;09_验证结果/原始运行记录/tuft_公理化_report.txt#S3.5,07_计算复现/运行记录/run_template.json,,量纲为精确有理指数,mathematical_result,falsified,
S14-C0027,tuft-20260915,主丛表述与「四力归一」双重不成立：T=de+ω∧e 在「主丛+直积结构群」框架下无法定义（撑架形式是焊接形式须 Cartan 几何 ISO(1，3)/SO(1，3) 或 Poincaré 规范理论）；直积 so(1，3)⊕u(1)⊕su(2)⊕su(3)=18 维 vs 单群 SU(5) 24 维且 SL(2，C) 非紧无法嵌入紧致单群 ⇒ 归一不成立（与 S14-C0004 同）；Ω∈C^∞(P) 规范不变 ⇒ 下降为 M 上标量 ⇒ 不携带丛拓扑信息故 §7 目标1「由主丛拓扑推导 V(Ω)」缺对象,S14-A6(本册新增公理1),07_计算复现/源码/tuft_公理化_全维精算.py#§5;09_验证结果/原始运行记录/tuft_公理化_report.txt#S5.2,07_计算复现/运行记录/run_template.json,,群维数与参数计数为精确整数,mathematical_result,falsified,
S14-C0028,tuft-20260915,曲率饱和公理 |R|≤K_sat=1/l_P² 对一切已知黑洞不可检验：1 M☉ 视界 1/r_h²/K_sat=2.995e-77（差 76.5 个数量级）、Kretschmann=1.076e-152（差 152 个数量级）、Sgr A*=1.620e-90、M87*=7.089e-97；Schwarzschild 真空 R=0 使约束被平凡满足；真正发散的是 Kretschmann [M⁴] 与受约束的 R [M²] 不是同一个量 ⇒ 「消除所有几何奇点」为定义性断言,S14-A9(本册新增公理4),07_计算复现/源码/tuft_公理化_全维精算.py#§4;09_验证结果/原始运行记录/tuft_公理化_report.txt#S4.1,07_计算复现/运行记录/run_template.json,,量级差用双精度即可判定,mathematical_check,falsified,
S14-C0029,tuft-20260915,势能幅度 V₀ 的标定两端夹紧：原文写法（V₀ 被 1/(2κ) 前因子乘 ⇒ Planck 标度）给 ρ_Ω~M_red⁴=3.517438e73 GeV⁴ 与观测 ρ_Λ=(2.25 meV)⁴=2.562891e-47 GeV⁴ 之比 1.372e120（重现 10^119 宇宙学常数问题）；而 quintessence 自洽条件 m_φ~H₀ 要求 V₀=½H₀²M_red²=6.129619e-48 GeV⁴（比值 0.239 同量级）⇒ V₀ 只能外锚且等价于把 why-now 巧合当输入（H₀=1.437723e-42 GeV、M_red=2.435323e18 GeV）,S14-A8(本册新增公理3),07_计算复现/源码/tuft_公理化_全维精算.py#§2b;09_验证结果/原始运行记录/tuft_公理化_report.txt#S2b.1,07_计算复现/运行记录/run_template.json,,常数取 CODATA/Planck 2018 量级,mathematical_check,falsified,
S14-C0030,tuft-20260915,修复后耦合项 ξl_PΩRT/(2κ) 的「三视界不相容」no-go：δΩ=ξ·[M_red²/(4M_PV₀)]·⟨RT⟩（系数 1.98e+64 GeV⁻³）；今日宇宙 R=12H₀²=2.480e-83 GeV²、T~H₀=1.4377e-42 GeV ⇒ δΩ/ξ=7.066e-61（需 ξ~1.4e+60 才 O(1)）；暴胀期 H~1e14 GeV ⇒ δΩ/ξ=2.378e+107 ⇒ 要求不失控须 ξ≤4.206e-109 ⇒ 回代今日 δΩ=2.972e-169；普朗克区 R~M_P²、T~M_P ⇒ δΩ/ξ=3.606e+121（需 ξ~2.8e-122）⇒ 三视界要求互不相容（最大跨 182 个数量级）；且 EC 代数约束下 ⟨T⟩≈0 使 δΩ≡0 ⇒ 该耦合项既不能充当暗能量机制也不能给出可检验预言（物理内容层缺陷，非写形层，调参不可回避）,S14-A8(本册新增公理3),07_计算复现/源码/tuft_公理化_修复优化_全维精算.py#§3;09_验证结果/原始运行记录/tuft_公理化_修复优化_report.txt#F3.3,07_计算复现/运行记录/run_template.json,,系数与 RT 取值均为双精度量级估计（不依赖精细数值）,numerical_check,falsified,
S14-C0031,tuft-20260915,修订版 v2 的 R9(b)「加 βT² 即给挠率传播自由度」过度乐观须订正（自校正）：T^a_{μν}T_a^{μν} 不含 ∂T ⇒ 只给挠率一个质量型代数项 ⇒ 挠率仍为代数约束不传播；真正的传播需要含 ∂T 的项即曲率二次型 R(ω)²（R 含 ∂T）⇒ 高阶导数 ⇒ Ostrogradsky 鬼风险（仅 Poincaré 规范理论中的特定无鬼组合可用）⇒ β 的意义由「传播质量」改为「无鬼扇区系数」,S14-A8(本册新增公理3),07_计算复现/源码/tuft_公理化_修复优化_全维精算.py#§4;09_验证结果/原始运行记录/tuft_公理化_修复优化_report.txt#L3,07_计算复现/运行记录/run_template.json,,导数阶数与鬼场判据为结构性结论,mathematical_result,falsified,
S14-C0013,tuft-20260915,"暴胀势 V=V0*Omega(1-Omega) 的形态与稳定性：V''=-2V0<0 使该势在(0，1)为凹函数、Omega=1/2 为极大值（非""双势阱""）；V'(0)=V0!=0 ⇒ Omega=0 非驻点；V'(0.6875)=+0.375V0!=0 且 V''<0 ⇒ Omega_DE=0.6875 既非驻点也非极小值；Omega 在[0，1]外时 V<0 且无下界（Omega→-inf 时 V→-inf）⇒ H²=(κ/3)(½Ω̇²+V) 可为负（实跑抛 math domain error）",S14-A1;S14-A4,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§1;#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P1.1,07_计算复现/运行记录/run_template.json,,符号与数值均为精确结论,mathematical_result,falsified,
S14-C0014,tuft-20260915,Omega 自 0.05 缓慢滚向 0.5、在 N≈60 处到达势能极大值：V'(0.05)=+0.9V0>0 ⇒ 3HΩ̇=-V'<0 ⇒ Ω 单调减小朝 0；RK4 实测 Omega: 0.05→-0.0002（t_exit=0.3380、Ω̇=-0.2969），从未接近 0.5，越界前累计 e-folds=0.0421 ⇒ 方向与自身方程相反且模型崩溃,S14-A1,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§2;#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P6.2,07_计算复现/运行记录/run_template.json,,RK4 步长 1e-3 收敛性已核（量级不受影响）,numerical_check,falsified,
S14-C0015,tuft-20260915,e-folds N≈60（✅ 与观测要求吻合）：∫_{0.05}^{0.45}Ω(1-Ω)/(1-2Ω)dΩ=0.224653 ⇒ N=0.2247κ；κ=1（其代码取值）⇒ N=0.22（差 267 倍）；要 N=60 需 κ=267.1，而按公式约定（ε 无量纲）κ 应为 1,S14-A1,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§2;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P2.3,07_计算复现/运行记录/run_template.json,,积分用 4e5 点梯形法（收敛）,numerical_check,falsified,
S14-C0016,tuft-20260915,谱指数 n_s≈0.965（✅ 与 Planck 吻合）：1-n_s=(1/κ)[3(V'/V)²+4/(Ω(1-Ω))]，Ω=0.45 处括号=16.651 ⇒ 要 n_s=0.9649 需 κ=474.4，与 N=60 所需 κ=267.1 互斥（差 1.78 倍）；因 N∝κ、(1-n_s)∝1/κ，其乘积与 κ 无关：模型 0.2247×16.651=3.741 vs 观测 60×0.0351=2.106 ⇒ 不存在任何 κ 使两者同时成立；κ=1 时 n_s(0)=-1160,S14-A1,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§2;#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P2.6,07_计算复现/运行记录/run_template.json,,κ 无关不变量检验（无自由参数可调）,numerical_check,falsified,
S14-C0017,tuft-20260915,"参数内生/模型可控：N 与 n_s 中势能标度 V0 完全相消（幂次齐次）⇒ 唯一势能参数无法调整二者；可观测预言只由 (Ω_i， Ω_f， κ) 决定而 κ 是物理常数 ⇒ 自由度审计为""2 个观测量、0 个可调尺度参数""",S14-A1;S14-A3,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§2;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P2.8,07_计算复现/运行记录/run_template.json,,V0 相消为代数恒等,mathematical_result,falsified,
S14-C0018,tuft-20260915,挠率增强因子 F_T=1+<T>²/K_sat²：量纲 [⟨T⟩²/K_sat²]=L²≠1（非无量纲修正）⇒ 公式非法；数值取 ⟨T⟩=v=246 GeV 得 F_T=1+1.06e-103（增强不存在）而所需为 3.64~18.21（差 98~102 量级）；代码另硬编码 F_T=1.5 ⇒ 三处互斥,S14-A4,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§3;#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P3.4,07_计算复现/运行记录/run_template.json,,量纲为精确有理指数,mathematical_result,falsified,
S14-C0019,tuft-20260915,"TUFT 预言 r≈0.01~0.05（可被 CMB-S4 探测）而传统慢滚 r≈0.003：κ=1 时 ε(0.45)=0.0816、r=1.306（超 BICEP/Keck 上限 0.036 达 36 倍、含 F_T=1.5 时 119668 倍）；κ=475.7 时 r=0.00275 —— 0.003 并非""传统模型""值而是本模型自值 ⇒ 属同一模型自我对比",S14-A4,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§3;#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P3.6,07_计算复现/运行记录/run_template.json,,r=16ε 关系为精确标准式,numerical_check,falsified,
S14-C0020,tuft-20260915,原初引力波手性 Pi_T≈0.05~0.15 源自弱作用手性破缺（T_L≠T_R）：暴胀/重加热能标 1e14 GeV 与电弱破缺 100 GeV 相差 12 个数量级 ⇒ 暴胀期间电弱对称未破缺、无可继承手性；且全篇无左手/右手张量模式方程、无源项 ⇒ Pi_T 为直接给定值、不可证伪,S14-A4,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§4;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P4.1,07_计算复现/运行记录/run_template.json,,能标差为精确量级比较,mathematical_result,falsified,
S14-C0021,tuft-20260915,"原文 §6 仿真代码可运行性与""仿真预期输出""：代码含 LaTeX 残渣（\(0.965\)、$\Omeg\(a(t)\)$）⇒ 按原文粘贴抛 SyntaxError；修正后按默认设置实跑抛 ValueError: math domain error；四条""预期输出""（Ω 滚向 0.5、H 近似常数、n_s≈0.965、r≈0.03）全部与实跑不符（实测 n_s(0)=-1160.2、r(0)=4308.0、累计 N=0.0421）",S14-A1;S14-A4,07_计算复现/源码/tuft_暴胀CMB_全维求导精算.py#§6;09_验证结果/原始运行记录/tuft_暴胀CMB_report.txt#P6.1,07_计算复现/运行记录/run_template.json,,异常与数值均为实跑记录,numerical_check,falsified,
