claim_id,hypothesis_revision,statement,assumptions,derivation,prediction,prediction_value,prediction_urel,run_id,data_id,uncertainty,evidence_level,status,reviewer
S15-C0011,article-2026-6-9,引力常数 G 至少 5 种互不等价写法且 G=α²μ₀ 被来源自承量纲非法；G=c³/(2ħ(κ_P²+τ_P²)) 依赖 l_P=√(ħG/c³) 故循环,S15-A4,11_证伪与反例/过度声称与矛盾清单.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,版本矛盾+量纲非法+循环,literal_error,C,falsified,
S15-C0012,article-2026-6-9,宇宙学常数 Λ=κ_vac²（原文 κ_vac²/3 与 κ_vac² 并存）；真空曲率平方,S15-A2,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,几何重写；量级未独立检验,conjecture,O,unreviewed,
S15-C0013,article-2026-6-9,哈勃常数 H₀=c√Λ/3 由宇宙学常数推出,S15-A2,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,几何重写,conjecture,O,unreviewed,
S15-C0014,article-2026-6-9,万物理论终极统一场方程把四大力与物质统一为 G_μν+Λg_μν=(c⁴/8πG)( (κ/τ)F_EM + κτ F_weak + (κ²+τ²)F_strong + (ħ/c²)∇∇(κ+τ) + T_matter )（系数 c⁴/8πG 量纲倒置；应为 8πG/c⁴）,S15-A4,04_理论推导/常数几何化与统一母方程.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,几何重写框架；系数 c⁴/8πG 量纲不自洽（右端 [M²L²T⁻⁴]≠左端 [L⁻²]）；未给可区分新预言,conjecture,U,unreviewed,
S15-C0015,article-2026-6-9,黎曼-嘉当含挠率场方程 R_μν-½Rg_μν+Λg_μν+T_torsion=(8πG/c⁴)Σ α_i T^(i),S15-A4,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,含挠率项的场方程形式,conjecture,O,unreviewed,
S15-C0016,article-2026-6-9,暗物质密度几何化 ρ_dm(r)=ħ c (κ_vac+Δκ(r))³/c² 为结构化真空曲率扰动,S15-A2,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,几何重写；未与旋转曲线定量闭合,conjecture,O,unreviewed,
S15-C0017,article-2026-6-9,几何不确定性原理 Δκ·Δτ≥(ħ/8π)(κ²+τ²)/(ρ²+b²),S15-A2,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,类比形式；未独立导出,conjecture,O,unreviewed,
S15-C0018,article-2026-6-9,信息熵几何化 S=(k_B/4l_P²)∫(κτ/(κ²+τ²))dA 与贝肯斯坦-霍金熵/全息原理同构,S15-A2,04_理论推导/常数几何化与统一母方程.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,定性一致；系数未闭合,conjecture,O,unreviewed,
S15-C0019,article-2026-6-9,全 23 种粒子 α=κ/τ 一致（来源宣称偏差 <10⁻¹⁴%）；实为取极限技巧且依赖 CODATA 输入,S15-A2;S15-A4,10_误差与不确定性/循环自证与版本分歧.md,,,,,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,循环自证；非独立预言,redefinition,C,unreproduced,
S15-C0020,article-2026-6-9,预测第四代轻子/夸克（来源列入『待验证预测』）；与现有 LHC 限制冲突,S15-A4,06_可检验预测/可观测预言与证伪标准.md,,第四代粒子存在,1.0,0.5,09_验证结果/原始运行记录/verify_ct_uft_report.txt,,与 LHC 实验限制冲突,conjecture,C,unreviewed,
S15-C0021,article-2026-6-9,尺度分层数值在不同文件不一致（普朗克层 κ 量级 10³⁰ 与 10³⁴ 两说；纯数学宏观拓扑层 κ≈1.78e-13 被来源自承无实体物理对应）,S15-A3,10_误差与不确定性/循环自证与版本分歧.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,内部数值不一致,internal_conflict,C,unreviewed,
S15-C0022,article-2026-6-9,相对论分支：时空度规与测地线方程由螺旋几何（κ；τ；c）重写；引力由几何挠率承载,S15-A2;S15-A4,04_理论推导/全维分支公式手册.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,几何重写；未给出区别于 GR 的新预言,conjecture,O,unreviewed,
S15-C0023,article-2026-6-9,量子力学分支：薛定谔/克莱因-戈登/狄拉克方程由螺旋几何母式导出（质量 m 已循环几何化）,S15-A2;S15-A4,04_理论推导/全维分支公式手册.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,几何重写；依赖 CODATA 输入的循环重参数化,conjecture,O,unreviewed,
S15-C0024,article-2026-6-9,电磁分支：麦克斯韦方程与光速 c 由 κ；τ 几何化；ε₀ 来源式量纲非法不自洽（见 C0010）,S15-A2;S15-A4,04_理论推导/全维分支公式手册.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,ε₀ 几何化式不自洽；其余为几何重写,conjecture,O,unreviewed,
S15-C0025,article-2026-6-9,标准模型分支：费米子与规范玻色子由 κ；τ 几何编码（α=κ/τ 承载常数）；未给出规范群 SU(3)×SU(2)×U(1) 的结构来源,S15-A4,04_理论推导/全维分支公式手册.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,几何编码可行但规范群结构外部输入；未区分场名,redefinition,C,unreproduced,
S15-C0026,article-2026-6-9,宇宙学分支：FRW 方程/暴涨/暗能量由 κ_vac 与尺度分层几何化（Λ=κ_vac²；H₀=c√Λ/3）,S15-A2;S15-A4,04_理论推导/全维分支公式手册.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,几何重写；真空曲率 κ_vac 未给第一性锚定,conjecture,O,unreviewed,
S15-C0027,article-2026-6-9,热力学分支：熵/温度/热容由几何不变量（κ；τ 面积元）重写,S15-A2,04_理论推导/全维分支公式手册.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,几何重写；无量纲级闭合,conjecture,O,unreviewed,
S15-C0028,article-2026-6-9,量子引力分支：贝肯斯坦-霍金面积熵与自旋网络由 κτ 几何化（S=(k_B/4l_P²)∫(κτ/(κ²+τ²))dA）,S15-A2,04_理论推导/全维分支公式手册.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,几何重写；系数未独立闭合,conjecture,O,unreviewed,
S15-C0029,article-2026-6-9,自洽性证明分支：各母式两两一致性审计——引力常数 G 至少 5 版本互不等价且 (e) 量纲非法（全维精算脚本核验）,S15-A4,05_一致性检查/量纲与自洽审计.md,,,,,09_验证结果/原始运行记录/全维精算_ct_uft_report.txt,,G 版本矛盾与量纲非法；统一母方程系数倒置,internal_conflict,C,unreproduced,
S15-C0030,article-2026-6-9,争议与反驳分支：来源「算法联盟 ROOT 最高权限 ✅ 全部通过」认证为自封；数学自洽（κ²+τ²=ω²/c² 等）≠ 物理证实,S15-A4,11_证伪与反例/过度声称与矛盾清单.md,,,,,11_证伪与反例/过度声称与矛盾清单.md,,数学自洽≠实验证实；认证不适用于科学证据,conjecture,O,unreviewed,
